@relation 'C__Users_samir_Desktop_2nd Semester_AI_HW5_Dataset_Training'

@attribute text string
@attribute @@class@@ {one,zero}

@data
'this one just fails to create any real suspense  \r\n',zero
'good productgood seller\r\n',one
'the instruction manual is lacking\r\n',zero
'i have recommended it to friends  \r\n',one
'as for the killerdon\'t expect anything original or even remotely frightening  \r\n',zero
'i was particularly pleased with the acting ability of dwight schultz  \r\n',one
'i\'m so sorry but i really can\'t recommend it to anyone  \r\n',zero
'both actors truly understand and become their particular characterdelivering a convincingsincere performance  \r\n',one
'one of the most boring,pointless movies i have ever seen  \r\n',zero
'their on-screen chemistrycritical to the entire filmis genuine  \r\n',one
'the secondary plot line is incomprehensible and its relation to the primary plot line is mystifying  \r\n',zero
'the film\'s dialogue is naturalreal to life  \r\n',one
'hated it  \r\n',zero
'the writergorman bechardundoubtedly did his homework because all references are industry and character-age appropriate  \r\n',one
'this is one of the worst sandra bullock movie since speed 2 but not quite that bad  \r\n',zero
'the incredible soundtrack truly captures the essence of the film  \r\n',one
'i don\'t understand how this garbage got on the shelves of the movie storeit\'s not even a real movie  \r\n',zero
'each track commands sentimentactually contributing to the scenes and characters  \r\n',one
'i highly doubt that anyone could ever like this trash  \r\n',zero
'definitely worth seeing it\'s the sort of thought provoking film that forces you to question your own threshold of loneliness  \r\n',one
'this is not movie-making  \r\n',zero
'hayao miyazaki\'s latest and eighth film for studio ghibili\"gake no ue no ponyo\" ponyo on the cliff by the sea is a wonderfully fun and imaginative look at childhood  \r\n',one
'the acting is like watching wooden puppets moving around and reading from a bookthat\'s how bad it is  \r\n',zero
'i love this bluetooth\r\n',one
'the battery is unreliable as well as the service use antena\r\n',zero
'at a time when it seems that film animation has been dominated by disney/pixar\'s cgi masterpiecesit is both refreshing and comforting to know that miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories  \r\n',one
'so i am here to warn you--do not rent this movieit is the dumbest thing you have never seen  \r\n',zero
'enough can not be said of the remarkable animation in this film  \r\n',one
'i agree with jessicathis movie is pretty bad  \r\n',zero
'the art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful  \r\n',one
'characters are one-dimensionaleven the good guys and especially the bad guys  \r\n',zero
'stillit makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost  \r\n',one
'the story line is totally predictable  \r\n',zero
'just consider the excellent storysolid acting and look of the film as added bonuses  \r\n',one
'i\'ve seen soap operas more intelligent than this movie  \r\n',zero
'then i watched it again two sundays ago march 20th2005 and i began to really enjoy it and this time i taped the entire thing  \r\n',one
'bad charactersbad story and bad acting  \r\n',zero
'it is a very well acted and done tv movie  \r\n',one
'really awful  \r\n',zero
'judith light is one of my favorite actresses and i think she does a superb job in this film  \r\n',one
'not easy to watch  \r\n',zero
'i keep watching it over and over  \r\n',one
'just whatever you doavoid \"groove\" as its the antithesis of all that is good about human traffic  \r\n',zero
'it\'s a sad moviebut very good  \r\n',one
'it\'s too bad that everyone else involved didn\'t share crowe\'s level of dedication to qualityfor if they didwe\'d have a far better film on our hands than this sub-par mess  \r\n',zero
'i am very impressed with this headset from plantronics\r\n',one
'it\'s uncomfortable and the sound quality is quite poor compared with the phone razr or with my previous wired headset that plugged into an lg\r\n',zero
'if you have not seen this moviei definitely recommend it  \r\n',one
'the movie seemed a little slow at first  \r\n',zero
'she is as lovely as usualthis cutie  \r\n',one
'if you act in such a filmyou should be glad that you\'re gonna drift away from earth as far as possible  \r\n',zero
'still it\'s quite interesting and entertaining to follow  \r\n',one
'this one wants to surf on the small wave of space movies in 1998 deep impact and armageddonand this one fails everywhere  \r\n',zero
'; recommend with confidence  \r\n',one
'if you haven\'t choked in your own vomit by the end by all the cheap drama and worthless dialogue you\'ve must have bored yourself to death with this waste of time  \r\n',zero
'this movie is well-balanced with comedy and drama and i thoroughly enjoyed myself  \r\n',one
'insteadwe got a bore fest about a whinyspoiled brat babysitting  \r\n',zero
'it was a riot to see hugo weaving play a sex-obsessed gay real estate salesman who uses his clients\' houses for his trysts with the flaming darren tom hollander  \r\n',one
'i never walked out of a movie faster  \r\n',zero
' anywaythe plot flowed smoothly and the male-bonding scenes were a hoot  \r\n',one
'i just got bored watching jessice lange take her clothes off  \r\n',zero
'the opening sequence of this gem is a classicand the cat n mouse games that follow are a delight to watch  \r\n',one
'unfortunatelyany virtue in this film\'s production work was lost on a regrettable script  \r\n',zero
'fans of the genre will be in heaven  \r\n',one
'in a wordit is embarrassing  \r\n',zero
'lange had become a great actress  \r\n',one
'exceptionally bad  \r\n',zero
'this product is ideal for people like me whose ears are very sensitive\r\n',one
'people couldnt hear me talk and i had to pull out the earphone and talk on the phone\r\n',zero
'i got it because it was so small and adorable\r\n',one
'i want my money back\r\n',zero
'it looked like a wonderful story  \r\n',one
'all in all its an insult to one\'s intelligence and a huge waste of money  \r\n',zero
'great phone\r\n',one
'i ordered this product first and was unhappy with it immediately\r\n',zero
'this item is greatinstalled itlet it charged up overnite and it has been working good every since with no problems\r\n',one
'the ngage is still lacking in earbuds\r\n',zero
'great phone\r\n',one
'i have 2-3 bars on my cell phone when i am homebut you cant not hear anything\r\n',zero
'excellent phone\r\n',one
'however-the riingtones are not the bestand neither are the games\r\n',zero
'the voice recognition thru the handset is excellent\r\n',one
'the plug did not work very well\r\n',zero
'this is hands down the best phone i\'ve ever had\r\n',one
'amazon sucks\r\n',zero
'works greatwhen my cat attacked the phone he scratched the protective strip instead of destroying the screen\r\n',one
'rip off---- over charge shipping\r\n',zero
'this one works and was priced right\r\n',one
'1 long lasting battery you don\'t have to recharge it as frequentyly as some of the flip phones2\r\n',zero
'now i know that i made a wise decision\r\n',one
'obviously there is a problem with the adhesive\r\n',zero
'car charger as well as ac charger are included to make sure you never run out of juicehighy recommended\r\n',one
'doesn\'t hold charge\r\n',zero
'someone shouldve invented this sooner\r\n',one
'very disappointing\r\n',zero
'good price\r\n',one
'it was an inexpensive piecebut i would still have expected better quality\r\n',zero
'everything worked on the first trythe device was certainly engineered in a clever way and the construction feels good\r\n',one
'it is practically useless and did not add any kind of boost to my reception after i bought it\r\n',zero
'i received it quickly and it works great\r\n',one
'was not happy\r\n',zero
'has been working great\r\n',one
'a piece of junk that broke after being on my phone for 2 days\r\n',zero
'this is a good batteryand it got here really fast\r\n',one
